schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
25Z100,District 25 Pre-K Center at 14-45 143rd Street,"14-45 143rd Street, Queens NY 11357",Queens,25,Pre-K Center,718-357-2840,Lori Thompson,LThompson2@schools.nyc.gov,schools.nyc.gov/Academics/EarlyChildhood/District25PKC,Contact program,Contact program,,Contact program,,Full-Day Program,,,25Z100FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,"Q20B, QM2, QM32",,,,,,,,,,,Contact program,108 Full-Day,Contact program,11357,40.785787,-73.826154,7,19,945,4098778,4041110088,Whitestone                                                                 
25Z118,District 25 Pre-K Center at 123-07 22nd Ave,"123-07 22nd Ave, Queens NY 11356",Queens,25,Pre-K Center,718-463-9610,Denise Reardon,Dreardon@schools.nyc.gov,schools.nyc.gov/Academics/EarlyChildhood/District25PKC,Contact program,Contact program,,Contact program,,Full-Day Program,Spanish Dual Language Program,,25Z118FDPK,25Z118FDPKSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,"Q20A, Q20B, Q25, Q65, Q76",,,,,,,,,,,Contact program,144 Full-Day,Contact program,11356,40.78016,-73.844931,7,19,925,4099233,4041670001,College Point                                                              
26Q018,P.S. 18 Winchester,"86-35 235th Court, Queens NY 11427",Queens,26,District School,718-464-4167,Laurie Ann Careddu,lcareddu2@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q018,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q018FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"Q1, Q27, Q43, Q46, QM36, QM6, X68",,,,,,,,,,,Not Accessible,18 Full-Day,Contact program,11427,40.732112,-73.73246,13,23,1621,4166561,4079550002,Bellerose                                                                  
26Q026,P.S. 26 Rufus King,"195-02 69th Avenue, Queens NY 11365",Queens,26,District School,718-464-4505,Michael Deblasio,MDeblasio@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q026,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q026FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"Q17, Q30, Q46, Q76, Q88, QM1, QM5, QM6, QM7, QM8",,,,,,Contact program for time,,,,,Not Accessible,30 Full-Day,Contact program,11365,40.736922,-73.77799,8,23,1347,4153296,4071170421,Fresh Meadows-Utopia                                                       
26Q031,P.S. 31 Bayside,"211-45 46th Road, Queens NY 11361",Queens,26,District School,718-423-8289,Terri Graybow,TGraybow@schools.nyc.gov,ps31q.com,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q031FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q12, Q13, Q27, Q31, QM3",,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11361,40.757064,-73.770122,11,19,1447,4156949,4073160018,Bayside-Bayside Hills                                                      
26Q046,P.S. 046 Alley Pond,"64-45 218th Street, Queens NY 11364",Queens,26,District School,718-423-8395,Stamo Karalazarides,SKaralazarides2@schools.nyc.gov,schools.nyc.gov/SchoolPortals/26/Q046,Contact program,Contact program,,Contact program,,Full-Day Program,,,26Q046FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q27, Q30, Q88, QM35, QM5, QM8",,,,,,,Contact program for time,,,,Partially Accessible,18 Full-Day,Contact program,11364,40.746202,-73.758752,11,23,1367,4162449,4076190001,Oakland Gardens                                                            
26Q098,P.S. 098 The Douglaston School,"40-20 235th Street, Queens NY 11363",Queens,26,District School,718-423-8535,Roseann Ciaccio,LKim@schools.nyc.gov,www.ps98q.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q098FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Q12, Q36, QM3",,,,,,7:50am,6pm,,,,Not Accessible,18 Full-Day,8:10am-2:30pm,11363,40.769271,-73.749369,11,19,1483,4168629,4080820285,Douglas Manor-Douglaston-Little Neck                                       
26Q115,P.S. 115 The James J. Ambrose School,"80-51 261st Street, Queens NY 11004",Queens,26,District School,718-831-4010,Danielle Laporte,dlaporte2@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q115,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q115FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,x,,,x,,,x,,,,,,,,,"Q36, Q43, Q46, QM5, QM6, QM8, X68",,,,,,8am,,,,,Partially Accessible,54 Full-Day,Contact program,11004,40.744099,-73.709845,13,23,157902,4178127,4087170001,Glen Oaks-Floral Park-New Hyde Park                                        
26Q133,P.S. 133 Queens,"248-05 86th Avenue, Queens NY 11426",Queens,26,District School,718-831-4016,Marianne Sheridan,NColon11@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q133,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q133FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q36, Q43, X68",,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,11426,40.731729,-73.717859,13,23,157101,4175739,4086160001,Bellerose                                                                  
26Q159,P.S. 159,"205-01 33rd Avenue, Queens NY 11361",Queens,26,District School,718-423-8553,Paul Didio,PDidio@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q159,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q159FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q28, Q31, Q76, QM20",,,,,,Contact program for time,Contact program for time,,,,Not Accessible,44 Full-Day,Contact program,11361,40.76936,-73.783943,11,19,1099,4134525,4060380013,Bayside-Bayside Hills                                                      
26Q162,P.S. 162 John Golden,"201-02 53rd Avenue, Queens NY 11364",Queens,26,District School,718-423-8621,Pamela Lee,PLee7@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/26/Q162/default.htm,Breakfast/Lunch,Contact program,,No,,Full-Day Program,,,26Q162FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"Q26, Q27, Q30, Q31, Q76, Q88",,,,,,,,,,,Not Accessible,18 Full-Day,8am-2:20pm,11364,40.749036,-73.777213,11,20,140901,4159363,4074100001,Bayside-Bayside Hills                                                      
26Q173,P.S. 173 Fresh Meadows,"174-10 67th Avenue, Queens NY 11365",Queens,26,District School,718-358-2243,Molly Wang,MWang@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q173,Breakfast/Lunch,Outdoor (Onsite) Playspace/Outdoor (Offsite) Playspace,,Contact program,,Full-Day Program,,,26Q173FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q17, Q30, Q31, Q65, Q88, QM4",,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11365,40.734572,-73.795484,8,24,1223,4149690,4069270022,Pomonok-Flushing Heights-Hillcrest                                         
26Q178,P.S./I.S. 178 Holliswood,"189-10 Radnor Road, Queens NY 11423",Queens,26,District School,718-464-5763,Jessica Cruz,JCruz42@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q178,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q178FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,,,x,,,,,,,,,"Q17, Q46, QM1, QM5, QM6, QM7, QM8",,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11423,40.724479,-73.777454,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood                                                 
26Q186,P.S. 186 Castlewood,"252-12 72nd Avenue, Queens NY 11426",Queens,26,District School,718-831-4021,Melissa Haidary,mhaidar@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q186,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q186FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q36, Q46, QM5, QM6, QM8",,,,,,7:50am,,,,,Fully Accessible,30 Full-Day,Contact program,11426,40.750007,-73.721607,13,23,155102,4173640,4084010375,Glen Oaks-Floral Park-New Hyde Park                                        
26Q188,P.S. 188 Kingsbury,"218-12 Hartland Avenue, Queens NY 11364",Queens,26,District School,718-464-5768,Janet Caraisco,mperez-fung@schools.nyc.gov,,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q188FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q27, Q46, Q88, QM5, QM6, QM8",,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11364,40.736177,-73.753159,11,23,129104,4164350,4077740165,Oakland Gardens                                                            
26Q191,P.S. 191 Mayflower,"85-15 258th Street, Queens NY 11001",Queens,26,District School,718-831-4032,Michael Ranieri,mranier@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q191,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q191FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q36, Q43, X68",,,,,,,,,,,Partially Accessible,36 Full-Day,8am-2:20pm,11001,40.734318,-73.709137,13,23,157903,4180083,4088010014,Glen Oaks-Floral Park-New Hyde Park                                        
26Q203,P.S. 203 Oakland Gardens,"53-11 Springfield Boulevard, Queens NY 11364",Queens,26,District School,718-423-8652,Debra Halpern,dhalpern@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q203,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q203FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Q27, Q30, Q31, QM5, QM8",,,,,,,5pm,,,,Not Accessible,62 Full-Day,8:20am-2:40pm,11364,40.754201,-73.760636,11,23,138501,4161005,4074820317,Oakland Gardens                                                            
26Q205,P.S. 205 Alexander Graham Bell,"75-25 Bell Boulevard, Queens NY 11364",Queens,26,District School,718-464-5773,Karen Piazza,kpiazza2@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q205,Breakfast/Lunch,Indoor/Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26Q205FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,,x,,,x,,,,,,,,,"Q27, Q46, Q88, QM5, QM6, QM8",,,,,,,5:45pm,,,,Not Accessible,36 Full-Day,8:20am-2:40pm,11364,40.737678,-73.756791,11,23,129103,4164007,4077530001,Oakland Gardens                                                            
26Q213,P.S. 213 The Carl Ullman School,"231-02 67th Avenue, Queens NY 11364",Queens,26,District School,718-423-8747,Megan Mccauley,mmccauley@schools.nyc.gov,http://www.ps213q.com/,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26Q213FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,"Q27, Q30, QM5, QM8",,,,,,,,,,,Partially Accessible,72 Full-Day,8am-2:20pm,11364,40.747747,-73.745747,11,23,1377,4163698,4076770001,Oakland Gardens                                                            
26Q221,P.S. 221 The North Hills School,"57-40 Marathon Parkway, Queens NY 11362",Queens,26,District School,718-423-8825,Patricia Bullard,PBullard@schools.nyc.gov,schools.nyc.gov/schoolportals/26/q221,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q221FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"Q30, Q36, QM5, QM8",,,,,,,,,,,Not Accessible,18 Full-Day,Contact program,11362,40.759404,-73.731299,11,23,152901,4171759,4082760620,Douglas Manor-Douglaston-Little Neck                                       
26Q266,P.S./I.S. 266,"74-10 Commonwealth Boulevard, Queens NY 11426",Queens,26,District School,718-479-3920,Christina Catalano,CCatalano3@schools.nyc.gov,psis266.com,Contact program,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26Q266FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted some siblings of current students.",,"Q36, Q43, Q46, QM6",,,This is a non-zoned school,,,Contact program for time,Contact program for time,,,,Fully Accessible,18 Full-Day,Contact program,11426,40.746231,-73.727614,13,23,1567,4529900,4078700074,Bellerose                                                                  
26Q376,P.S. 376,"210-07 48th Avenue, Queens NY 11364",Queens,26,District School,718-935-3168,Clara Kang,ckang3@schools.nyc.gov,,Contact program,Contact program,,Contact program,,Full-Day Program,,,26Q376FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Q27, Q12, Q31,Q12,QM3",,,,,,,,,,,Fully Accessible,72 Full-Day,Contact program,11364,40.754954,-73.770314,11,19,1447,4157240,4073270049,Bayside-Bayside Hills                                                      
26QADU,Roman Catholic Church of Our Lady of the Snows d/b/a Our Lady of the Snows School,"79-33 258th Street, Queens NY 11004",Queens,26,NYCEEC,718-343-1346,Joseph Venticinque,principal@olsschoolfp.org,olscafp.org,Breakfast/Lunch,Contact program,,Yes,,Full-Day Program,,,26QADUFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q46, QM5, QM6, QM8, QM35, QM36",,,,,,7:15am,6pm,,,,Contact program,54 Full-Day,8:20am-2:40pm,11004,40.745499,-73.713293,13,23,157902,4444849,4086950060,Glen Oaks-Floral Park-New Hyde Park                                        
26QADX,Our Lady of the Blessed Sacrament School,"34-45 202nd Street, Queens NY 11361",Queens,26,NYCEEC,718-229-4434,Carolina Quijije,Cquijije@olbsacademy.org,https://olbsacademy.org/,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,26QADXFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q28, Q31, Q76",,,,,,7:15am,6pm,,,,Contact program,36 Full-Day,8:05am-2:25pm,11361,40.766497,-73.785635,11,19,1099,4438246,4060840001,Bayside-Bayside Hills                                                      
26QAEQ,Sacred Heart School,"216-01 38th Avenue, Queens NY 11361",Queens,26,NYCEEC,718-631-4804,Alison Cosgrove,info@sacredheartbayside.org,sacredheartbayside.org,Breakfast/Lunch/Snack(s),Contact program,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,26QAEQFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q13, Q31",,,,,,7:40am,6pm,,,,Contact program,36 Full-Day,Contact program,11361,40.767409,-73.767437,11,19,1113,4136719,4061840029,Bayside-Bayside Hills                                                      
26QAJX,YMCA of Greater New York - Cross Island,"238-10 Hillside Avenue, Queens NY 11426",Queens,26,NYCEEC,718-551-9313,Sunita Batra,sbatra@ymcanyc.org,ymcanyc.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAJXFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1, Q43, X68",,,,,,7:30am,6pm,,,,Contact program,54 Full-Day,8:30am-2:50pm,11427,40.733381,-73.726678,13,23,1567,4438355,4079550300,Bellerose
26QAKA,Little Meadows Early Childhood Center,"67-25 188th Street, Queens NY 11365",Queens,26,NYCEEC,718-454-6460,Roberta Rosenbelum,lmecc@littlemeadows.org,littlemeadows.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAKAFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q30, Q31, Q88",,,,,,,4pm,,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",,Contact program,28 Full-Day,8:30am-2:50pm,11365,40.73635,-73.784541,8,23,1347,4444035,4071170003,Fresh Meadows-Utopia                                                       
26QAKH,Samuel Field YM & YWHA (Little Neck),"5820 Little Neck Parkway, Queens NY 11362",Queens,26,NYCEEC,718-225-6750,Tricia Campo,TCampo@sfy.org,sfy.org,Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAKHFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q30, Q36, QM5",,,,,,7:30am,6pm,,,,Contact program,54 Full-Day,9am-3:20pm,11362,40.761577,-73.723122,11,23,152902,4173029,4083520051,Douglas Manor-Douglaston-Little Neck                                       
26QAKZ,"Bright Beginnings In Queens Village, Inc.","8045 Winchester Boulevard, Queens NY 11427",Queens,26,NYCEEC,718-264-3860,Erica Sommers,bbqv@verizon.net,brightbeginningsinqueensvillage.com,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAKZFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q43, Q46, X68",,,,,,6:45am,6pm,,,,Contact program,18 Full-Day,8:30am-2:50pm,11427,40.737685,-73.734021,13,23,1567,4537294,4078800400,Bellerose                                                                  
26QALD,Kiddie Academy of Little Neck,"25220 Northern Boulevard, Queens NY 11362",Queens,26,NYCEEC,718-229-2829,Katharine Gurnelos,kiddieacademy.littleneck@gmail.com,kiddieacademy.com/littleneck,Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QALDFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q36",,,,,,7am,6pm,,,,Contact program,54 Full-Day,8:40am-3pm,11362,40.769974,-73.736051,11,19,150702,4537295,4082290006,Douglas Manor-Douglaston-Little Neck                                       
26QARQ,All My Children,"83-10 188th Street, Queens NY 11423",Queens,26,NYCEEC,718-454-5600,Dalit Shamsiev,mzavurov@amcearlylearn.com,allmychildrendaycare.com,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,26QARQFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q46, QM7",,,,,,8am,5pm,,,Enhanced Language Support: Hebrew,Contact program,19 Full-Day,Contact program,11423,40.724734,-73.778936,8,24,1277,4156255,4072630035,Jamaica Estates-Holliswood                                                 
26QASD,Immanuel Genius,"213-03 Northern Boulevard, Queens NY 11361",Queens,26,NYCEEC,718-819-0190,Arra Cho,geniusd26@gmail.com,immanuelgenius.com,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26QASDFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q13, Q27, Q31",,,,,,7:30am,6pm,,,,Contact program,54 Full-Day,8:20am-2:40pm,11361,40.760124,-73.770126,11,19,1467,4438268,4062870037,Bayside-Bayside Hills                                                      
26QASH,Ganeinu Early Learning Center,"64-41 Utopia Parkway, Queens NY 11365",Queens,26,NYCEEC,718-480-0100,Shumel Kogan,queensganeinu@gmail.com,,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,26QASHFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q30, Q31, Q88",,,,,,Contact program,Contact program,,,,Contact program,36 Full-Day,Contact program,11365,40.737238,-73.793036,8,24,1341,4152874,4070830001,Fresh Meadows-Utopia                                                       
26QAUK,Chabad Early Learning Center,"21212 26th Avenue, Queens NY 11360",Queens,26,NYCEEC,718-279-1457,Dina Blesofsky,dina@chabadnequeens.com,chabadlearningcenter.com,Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAUKFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q13, Q28, Q31, QM2, QM20",,,,,,8am,5pm,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,53 Full-Day,Contact program,11360,40.778213,-73.777477,11,19,1093,4133551,4059990020,Bayside-Bayside Hills                                                      
26QAUL,Community Church of Douglaston,"3950 Douglaston Parkway, Queens NY 11363",Queens,26,NYCEEC,718-767-1961,Donna Flynn,upkofdouglaston@gmail.com,https://m.facebook.com/profile.php?id=225660167628234&ref=content_filter,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAULFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, QM3",,,,,,7:40am,6pm,,,,Contact program,20 Full-Day,8:10am-2:30pm,11363,40.770345,-73.749982,11,19,1483,4438356,4080820280,Douglas Manor-Douglaston-Little Neck                                       
26QAUM,Home Sweet Home Children's School,"19617 53rd Avenue, Queens NY 11365",Queens,26,NYCEEC,718-357-9738,Lynn Wisnieff,homesweethomeschool@msn.com,Www.homesweethomeschool.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAUMFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q26, Q30, Q31, Q76, Q88",,,,,,7:50am,6pm,,,,Contact program,54 Full-Day,8:20am-2:40pm,11365,40.7477,-73.782162,11,20,1429,4158441,4073750044,Auburndale                                                                 
26QAUN,Jack & Jill II,"6805 Fresh Meadow Lane, Queens NY 11365",Queens,26,NYCEEC,718-939-8687,Mirna Hoosin,vanessadebord@gmail.com,jackandjillschools.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace/Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,26QAUNFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q30, Q31, Q88",,,,,,7:30am,5:45pm,,,,Contact program,36 Full-Day,9am-3:20pm,11365,40.733431,-73.794585,8,24,1341,4149755,4069300011,Fresh Meadows-Utopia                                                       
26QAUO,Noah's Ark Progressive Learning Center,"3820 Bell Boulevard, Queens NY 11361",Queens,26,NYCEEC,718-279-4251,Gillian Jordon,noahsarkpreparatory@gmail.com,noahsarkschool.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,26QAUOFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q13, Q31",,,,,,7am,6:30pm,,,,Contact program,40 Full-Day,8am-2:20pm,11361,40.766189,-73.772365,11,19,1123,4438252,4062340006,Bayside-Bayside Hills                                                      
26QAUS,Lutheran Schools of Flushing and Bayside,"3601 Bell Boulevard, Queens NY 11361",Queens,26,NYCEEC,718-225-5502,Marian Pia Haselbach,info@lsfb.org,lsfb.org,Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QAUSFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q13, Q31",,,,,,7:30am,6:30pm,,,,Contact program,54 Full-Day,8:30am-2:50pm,11361,40.767805,-73.773168,11,19,1123,4136561,4061760001,Bayside-Bayside Hills                                                      
26QAUT,All My Children Day Care 2,"16907 Jewel Avenue, Queens NY 11365",Queens,26,NYCEEC,718-820-0100,Mira Zavurov,mzavurov@amcearlylearn.com,allmychildrendaycare.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,26QAUTFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q17, Q30, Q31, Q64, Q65, Q88, QM4, QM44",,,,,,,5pm,,,Enhanced Language Support: Hebrew,Contact program,15 Full-Day,Contact program,11365,40.731501,-73.800288,8,24,1223,4149982,4069400029,Pomonok-Flushing Heights-Hillcrest                                         
26QBBF,Divine Wisdom Catholic Academy Douglaston,"45-11 245th Street, Queens NY 11363",Queens,26,NYCEEC,718-631-3153,Sylvia Roccia,dwisdom@dwcaonline.org,dwcaonline.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBBFFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q12, Q30, Q36, QM3",,,,,,7am,6pm,,,,Contact program,54 Full-Day,8am-2:20pm,11362,40.765456,-73.741163,11,19,150701,4438365,4081950001,Douglas Manor-Douglaston-Little Neck                                       
26QBBG,Han-I Preschool,"19818 32nd Road, Queens NY 11358",Queens,26,NYCEEC,718-358-3377,Eunjoo Geem,hanipreschool@gmail.com,hanipreschool.com,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBBGFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q16, Q28, Q31, Q76, QM20",,,,,,8am,6pm,,,,Contact program,18 Full-Day,8:20am-2:40pm,11358,40.768461,-73.790899,11,19,1099,4134101,4060250009,Bayside-Bayside Hills                                                      
26QBEO,ABC Early Learning Center,"54-25 Little Neck Parkway, Queens NY 11362",Queens,26,NYCEEC,718-225-8044,Zepur Vasiliou,zepurv@aol.com,,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QBEOFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q30, Q36, QM5",,,,,,7am,7pm,,,,Contact program,52 Full-Day,8:40am-3pm,11362,40.766271,-73.725517,11,19,150702,4171722,4082740146,Douglas Manor-Douglaston-Little Neck                                       
